"","X.x","sector","state","year","action_occurred","protest_occurred","strike_occurred","total_strikes","total_protests","total_actions","X.y","all_employees","avg_hourly_earnings_all","avg_hourly_earnings_production","avg_weekly_earnings_all","avg_weekly_earnings_production","avg_weekly_hours_all","avg_weekly_hours_production","production_nonsupervisory_employees","Labor.Force","Labor.Force.Participation.Rate","Unemployment.Rate","state_labor_force","state_labor_part","state_unempl_rate","X","adjusted_cpi"
"3017",3017,"Professional and Business Services","Mississippi",2025,0,0,0,0,0,0,5412,118.6,NA,NA,NA,NA,NA,NA,NA,1291975.75,56.05,3.825,1291.97575,56.05,3.825,NA,NA
"3018",3018,"Professional and Business Services","Mississippi",2026,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3019",3019,"Professional and Business Services","Missouri",2021,0,0,0,0,0,0,5419,372.766666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.16666666666667,NA,NA,4.16666666666667,332,249.298612370833
"3020",3020,"Professional and Business Services","Missouri",2022,0,0,0,0,0,0,5420,382.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.61666666666667,NA,NA,2.61666666666667,383,266.406179333333
"3021",3021,"Professional and Business Services","Missouri",2023,0,0,0,0,0,0,5421,380.675,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.10833333333333,NA,NA,3.10833333333333,434,279.602637416667
"3022",3022,"Professional and Business Services","Missouri",2024,0,0,0,0,0,0,5422,372.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.65,NA,NA,3.65,485,287.855405823333
"3023",3023,"Professional and Business Services","Missouri",2025,0,0,0,0,0,0,5423,368.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.25,NA,NA,4.25,NA,NA
"3024",3024,"Professional and Business Services","Missouri",2026,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3025",3025,"Professional and Business Services","Montana",2021,0,0,0,0,0,0,5430,46.9166666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,333,247.664675833333
"3026",3026,"Professional and Business Services","Montana",2022,0,0,0,0,0,0,5431,50.1166666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,384,263.842780683333
"3027",3027,"Professional and Business Services","Montana",2023,0,0,0,0,0,0,5432,51.6416666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,435,274.977228166667
"3028",3028,"Professional and Business Services","Montana",2024,0,0,0,0,0,0,5433,53.1833333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,486,283.093472713333
"3029",3029,"Professional and Business Services","Montana",2025,1,1,0,0,1,1,5434,52.775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3030",3030,"Professional and Business Services","Montana",2026,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3031",3031,"Professional and Business Services","Nebraska",2021,0,0,0,0,0,0,5441,117.733333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,334,249.136031620833
"3032",3032,"Professional and Business Services","Nebraska",2022,0,0,0,0,0,0,5442,121.266666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,385,262.994166975
"3033",3033,"Professional and Business Services","Nebraska",2023,0,0,0,0,0,0,5443,124.158333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,436,275.379437666667
"3034",3034,"Professional and Business Services","Nebraska",2024,0,0,0,0,0,0,5444,122.258333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,487,283.507553853333
"3035",3035,"Professional and Business Services","Nebraska",2025,0,0,0,0,0,0,5445,118.275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3036",3036,"Professional and Business Services","Nebraska",2026,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3037",3037,"Professional and Business Services","Nevada",2021,0,0,0,0,0,0,5452,191.591666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,335,258.538618329167
"3038",3038,"Professional and Business Services","Nevada",2022,0,0,0,0,0,0,5453,211.866666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,386,281.86850635
"3039",3039,"Professional and Business Services","Nevada",2023,1,0,1,2,0,2,5454,215.816666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,437,295.502100833333
"3040",3040,"Professional and Business Services","Nevada",2024,0,0,0,0,0,0,5455,217.316666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,488,304.224158766667
"3041",3041,"Professional and Business Services","Nevada",2025,0,0,0,0,0,0,5456,215.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3042",3042,"Professional and Business Services","Nevada",2026,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3043",3043,"Professional and Business Services","New Hampshire",2021,0,0,0,0,0,0,5463,88.2916666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,336,277.918243729167
"3044",3044,"Professional and Business Services","New Hampshire",2022,0,0,0,0,0,0,5464,95.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,387,315.476535454167
"3045",3045,"Professional and Business Services","New Hampshire",2023,0,0,0,0,0,0,5465,98.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,438,320.990604375
"3046",3046,"Professional and Business Services","New Hampshire",2024,0,0,0,0,0,0,5466,99.5583333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,489,330.464982525
"3047",3047,"Professional and Business Services","New Hampshire",2025,0,0,0,0,0,0,5467,100.425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3048",3048,"Professional and Business Services","New Hampshire",2026,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3049",3049,"Professional and Business Services","New Jersey",2021,1,1,1,2,1,3,5474,691.966666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,337,295.869868208333
"3050",3050,"Professional and Business Services","New Jersey",2022,1,1,0,0,1,1,5475,723.858333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,388,318.2828132
"3051",3051,"Professional and Business Services","New Jersey",2023,1,0,1,2,0,2,5476,718.775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,439,331.771037791667
"3052",3052,"Professional and Business Services","New Jersey",2024,1,0,1,1,0,1,5477,709.058333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,490,341.563611868333
"3053",3053,"Professional and Business Services","New Jersey",2025,1,0,1,1,0,1,5478,693.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3054",3054,"Professional and Business Services","New Jersey",2026,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3055",3055,"Professional and Business Services","New Mexico",2021,1,1,0,0,1,1,5485,111.433333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,338,243.4240279375
"3056",3056,"Professional and Business Services","New Mexico",2022,0,0,0,0,0,0,5486,116.283333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,389,266.028692545833
"3057",3057,"Professional and Business Services","New Mexico",2023,0,0,0,0,0,0,5487,120.366666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,440,275.409908083333
"3058",3058,"Professional and Business Services","New Mexico",2024,0,0,0,0,0,0,5488,122.158333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,491,283.538923636667
"3059",3059,"Professional and Business Services","New Mexico",2025,0,0,0,0,0,0,5489,122.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3060",3060,"Professional and Business Services","New Mexico",2026,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3061",3061,"Professional and Business Services","New York",2021,1,0,1,1,0,1,5496,1283.46666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,339,296.9456108375
"3062",3062,"Professional and Business Services","New York",2022,1,1,1,1,1,2,5497,1369.20833333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,390,314.785939470833
"3063",3063,"Professional and Business Services","New York",2023,1,1,1,2,6,8,5498,1390.75833333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,441,327.940906416667
"3064",3064,"Professional and Business Services","New York",2024,1,1,1,3,1,4,5499,1403.88333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,492,337.620430103333
"3065",3065,"Professional and Business Services","New York",2025,1,0,1,1,0,1,5500,1392.075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3066",3066,"Professional and Business Services","New York",2026,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3067",3067,"Professional and Business Services","North Carolina",2021,0,0,0,0,0,0,5507,680.041666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,340,254.059518666667
"3068",3068,"Professional and Business Services","North Carolina",2022,0,0,0,0,0,0,5508,732.958333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,391,275.062039158333
"3069",3069,"Professional and Business Services","North Carolina",2023,1,1,0,0,1,1,5509,744.141666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,442,286.845455458333
"3070",3070,"Professional and Business Services","North Carolina",2024,1,0,1,2,0,2,5510,741.291666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,493,295.312003321667
"3071",3071,"Professional and Business Services","North Carolina",2025,1,1,0,0,1,1,5511,752.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3072",3072,"Professional and Business Services","North Carolina",2026,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3073",3073,"Professional and Business Services","North Dakota",2021,0,0,0,0,0,0,5518,32.975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,341,246.4155137375
"3074",3074,"Professional and Business Services","North Dakota",2022,0,0,0,0,0,0,5519,34.5666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,392,259.620195920833
"3075",3075,"Professional and Business Services","North Dakota",2023,0,0,0,0,0,0,5520,34.8583333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,443,269.8825745
"3076",3076,"Professional and Business Services","North Dakota",2024,0,0,0,0,0,0,5521,35.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,494,277.84844494
"3077",3077,"Professional and Business Services","North Dakota",2025,0,0,0,0,0,0,5522,33.725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3078",3078,"Professional and Business Services","North Dakota",2026,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3079",3079,"Professional and Business Services","Ohio",2021,1,1,1,1,2,3,5529,720.008333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,342,249.856806279167
"3080",3080,"Professional and Business Services","Ohio",2022,1,1,0,0,2,2,5530,744.716666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,393,267.790297554167
"3081",3081,"Professional and Business Services","Ohio",2023,0,0,0,0,0,0,5531,742.841666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,444,279.7549895
"3082",3082,"Professional and Business Services","Ohio",2024,1,1,0,0,1,1,5532,731.325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,495,288.01225474
"3083",3083,"Professional and Business Services","Ohio",2025,1,1,0,0,2,2,5533,723.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3084",3084,"Professional and Business Services","Ohio",2026,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3085",3085,"Professional and Business Services","Oklahoma",2021,0,0,0,0,0,0,5540,192.183333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,343,243.597447404167
"3086",3086,"Professional and Business Services","Oklahoma",2022,0,0,0,0,0,0,5541,205.108333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,394,259.8250337125
"3087",3087,"Professional and Business Services","Oklahoma",2023,0,0,0,0,0,0,5542,209.725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,445,269.011120583333
"3088",3088,"Professional and Business Services","Oklahoma",2024,0,0,0,0,0,0,5543,206.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,496,276.951269136667
"3089",3089,"Professional and Business Services","Oklahoma",2025,0,0,0,0,0,0,5544,204.225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3090",3090,"Professional and Business Services","Oklahoma",2026,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3091",3091,"Professional and Business Services","Oregon",2021,0,0,0,0,0,0,5551,251.625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,344,279.47630925
"3092",3092,"Professional and Business Services","Oregon",2022,0,0,0,0,0,0,5552,263.983333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,395,311.924062895833
"3093",3093,"Professional and Business Services","Oregon",2023,1,1,1,2,1,3,5553,265.741666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,446,319.089250375
"3094",3094,"Professional and Business Services","Oregon",2024,0,0,0,0,0,0,5554,260.541666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,497,328.507508045
"3095",3095,"Professional and Business Services","Oregon",2025,0,0,0,0,0,0,5555,261.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3096",3096,"Professional and Business Services","Oregon",2026,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3097",3097,"Professional and Business Services","Pennsylvania",2021,0,0,0,0,0,0,5562,800.291666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,345,260.427264708333
"3098",3098,"Professional and Business Services","Pennsylvania",2022,0,0,0,0,0,0,5563,841.016666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,396,281.406158191667
"3099",3099,"Professional and Business Services","Pennsylvania",2023,1,1,0,0,3,3,5564,839.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,447,297.0865625
"3100",3100,"Professional and Business Services","Pennsylvania",2024,1,0,1,1,0,1,5565,834.058333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,498,305.8553875
"3101",3101,"Professional and Business Services","Pennsylvania",2025,1,1,0,0,1,1,5566,830.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3102",3102,"Professional and Business Services","Pennsylvania",2026,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3103",3103,"Professional and Business Services","Puerto Rico",2021,0,0,0,0,0,0,5573,129.733333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3104",3104,"Professional and Business Services","Puerto Rico",2022,1,0,1,1,0,1,5574,140.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3105",3105,"Professional and Business Services","Puerto Rico",2023,0,0,0,0,0,0,5575,140.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3106",3106,"Professional and Business Services","Puerto Rico",2024,1,1,0,0,1,1,5576,137.391666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3107",3107,"Professional and Business Services","Puerto Rico",2025,0,0,0,0,0,0,5577,139.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3108",3108,"Professional and Business Services","Puerto Rico",2026,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3109",3109,"Professional and Business Services","Rhode Island",2021,0,0,0,0,0,0,5584,69.0583333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,346,276.782888158333
"3110",3110,"Professional and Business Services","Rhode Island",2022,1,1,0,0,1,1,5585,70.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,397,305.489229983333
"3111",3111,"Professional and Business Services","Rhode Island",2023,0,0,0,0,0,0,5586,69.6083333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,448,309.0065895
"3112",3112,"Professional and Business Services","Rhode Island",2024,1,1,0,0,1,1,5587,69.4583333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,499,318.12724674
"3113",3113,"Professional and Business Services","Rhode Island",2025,0,0,0,0,0,0,5588,68.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3114",3114,"Professional and Business Services","Rhode Island",2026,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3115",3115,"Professional and Business Services","South Carolina",2021,0,0,0,0,0,0,5595,296.291666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,347,253.726228129167
"3116",3116,"Professional and Business Services","South Carolina",2022,0,0,0,0,0,0,5596,306.366666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,398,273.101448866667
"3117",3117,"Professional and Business Services","South Carolina",2023,0,0,0,0,0,0,5597,310.541666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,449,283.914201375
"3118",3118,"Professional and Business Services","South Carolina",2024,0,0,0,0,0,0,5598,313.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500,292.294230165
"3119",3119,"Professional and Business Services","South Carolina",2025,0,0,0,0,0,0,5599,318.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3120",3120,"Professional and Business Services","South Carolina",2026,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3121",3121,"Professional and Business Services","Tennessee",2021,1,1,0,0,1,1,5617,437.791666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,349,245.483384104167
"3122",3122,"Professional and Business Services","Tennessee",2022,1,1,0,0,1,1,5618,462.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400,268.6213537375
"3123",3123,"Professional and Business Services","Tennessee",2023,1,0,1,1,0,1,5619,462.833333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,451,281.897059791667
"3124",3124,"Professional and Business Services","Tennessee",2024,1,0,1,1,0,1,5620,453.166666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,502,290.217550508333
"3125",3125,"Professional and Business Services","Tennessee",2025,0,0,0,0,0,0,5621,447.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3126",3126,"Professional and Business Services","Tennessee",2026,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3127",3127,"Professional and Business Services","Texas",2021,0,0,0,0,0,0,5628,1905.925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,350,266.643268716667
"3128",3128,"Professional and Business Services","Texas",2022,1,1,1,1,1,2,5629,2075.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,401,285.154689779167
"3129",3129,"Professional and Business Services","Texas",2023,0,0,0,0,0,0,5630,2119.63333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,452,296.096273958333
"3130",3130,"Professional and Business Services","Texas",2024,0,0,0,0,0,0,5631,2123.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,503,304.835869541667
"3131",3131,"Professional and Business Services","Texas",2025,0,0,0,0,0,0,5632,2120.725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3132",3132,"Professional and Business Services","Texas",2026,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3133",3133,"Professional and Business Services","U.S. Virgin Islands",2021,0,0,0,0,0,0,5639,3.11666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3134",3134,"Professional and Business Services","U.S. Virgin Islands",2022,0,0,0,0,0,0,5640,2.85833333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3135",3135,"Professional and Business Services","U.S. Virgin Islands",2023,0,0,0,0,0,0,5641,2.89166666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3136",3136,"Professional and Business Services","U.S. Virgin Islands",2024,0,0,0,0,0,0,5642,2.76666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3137",3137,"Professional and Business Services","U.S. Virgin Islands",2025,0,0,0,0,0,0,5643,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3138",3138,"Professional and Business Services","U.S. Virgin Islands",2026,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3139",3139,"Professional and Business Services","Utah",2021,0,0,0,0,0,0,5650,235.225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,351,256.262487829167
"3140",3140,"Professional and Business Services","Utah",2022,0,0,0,0,0,0,5651,245.625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,402,276.74170905
"3141",3141,"Professional and Business Services","Utah",2023,0,0,0,0,0,0,5652,248.758333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,453,289.475052416667
"3142",3142,"Professional and Business Services","Utah",2024,0,0,0,0,0,0,5653,247.491666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,504,298.019215623333
"3143",3143,"Professional and Business Services","Utah",2025,1,1,0,0,1,1,5654,244.825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3144",3144,"Professional and Business Services","Utah",2026,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3145",3145,"Professional and Business Services","Vermont",2021,0,0,0,0,0,0,5661,30.2416666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,352,267.3396562625
"3146",3146,"Professional and Business Services","Vermont",2022,0,0,0,0,0,0,5662,32.0833333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,403,295.522408291667
"3147",3147,"Professional and Business Services","Vermont",2023,1,1,0,0,1,1,5663,33.275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,454,294.450871458333
"3148",3148,"Professional and Business Services","Vermont",2024,0,0,0,0,0,0,5664,33.1666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,505,303.141901241667
"3149",3149,"Professional and Business Services","Vermont",2025,0,0,0,0,0,0,5665,33.075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3150",3150,"Professional and Business Services","Vermont",2026,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3151",3151,"Professional and Business Services","Virginia",2021,0,0,0,0,0,0,5672,779.741666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,353,277.278759445833
"3152",3152,"Professional and Business Services","Virginia",2022,1,1,0,0,2,2,5673,804.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,404,298.6271639625
"3153",3153,"Professional and Business Services","Virginia",2023,0,0,0,0,0,0,5674,810.758333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,455,306.986400875
"3154",3154,"Professional and Business Services","Virginia",2024,0,0,0,0,0,0,5675,813.075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,506,316.047430105
"3155",3155,"Professional and Business Services","Virginia",2025,1,0,1,1,0,1,5676,805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3156",3156,"Professional and Business Services","Virginia",2026,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3157",3157,"Professional and Business Services","Washington",2021,0,0,0,0,0,0,5683,496.241666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,354,294.688448091667
"3158",3158,"Professional and Business Services","Washington",2022,0,0,0,0,0,0,5684,544.483333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,405,321.9611146875
"3159",3159,"Professional and Business Services","Washington",2023,0,0,0,0,0,0,5685,545.591666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,456,330.792937416667
"3160",3160,"Professional and Business Services","Washington",2024,0,0,0,0,0,0,5686,547.525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,507,340.556641823333
"3161",3161,"Professional and Business Services","Washington",2025,0,0,0,0,0,0,5687,550.175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3162",3162,"Professional and Business Services","Washington",2026,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3163",3163,"Professional and Business Services","West Virginia",2021,0,0,0,0,0,0,5694,68.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,355,246.586223525
